Year,Name,Location,Dates,Draw- singles,Draw- doubles,Surface,Prize money,Winner- singles,Winner- doubles,Winner- team,URL_Tournament
2018,Marseille,"Marseille, France",2018.02.19,28,16,Indoor Hard,"€718,810",Karen Khachanov,Raven Klaasen Michael Venus,,https://www.atptour.com/en/scores/archive/marseille/496/2018/results
2018,Delray Beach,"Delray Beach, United States",2018.02.19,32,16,Outdoor Hard,"$622,675",Frances Tiafoe,Jack Sock Jackson Withrow,,https://www.atptour.com/en/scores/archive/delray-beach/499/2018/results
2018,Dubai,"Dubai, United Arab Emirates",2018.02.26,32,16,Outdoor Hard,"$3,057,135",Roberto Bautista Agut,Jean-Julien Rojer Horia Tecau,,https://www.atptour.com/en/scores/archive/dubai/495/2018/results
2018,Acapulco,"Acapulco, Mexico",2018.02.26,32,16,Outdoor Hard,"$1,789,445",Juan Martin del Potro,Jamie Murray Bruno Soares,,https://www.atptour.com/en/scores/archive/acapulco/807/2018/results
2018,Sao Paulo,"Sao Paulo, Brazil",2018.02.26,28,16,Indoor Clay,"$582,870",Fabio Fognini,Federico Delbonis Maximo Gonzalez,,https://www.atptour.com/en/scores/archive/sao-paulo/533/2018/results
2018,ATP Masters 1000 Indian Wells,"Indian Wells, United States",2018.03.08,96,32,Outdoor Hard,"$8,909,960",Juan Martin del Potro,John Isner Jack Sock,,https://www.atptour.com/en/scores/archive/indian-wells/404/2018/results
2018,ATP Masters 1000 Miami,"Miami, United States",2018.03.21,96,32,Outdoor Hard,"$8,909,960",John Isner,Bob Bryan Mike Bryan,,https://www.atptour.com/en/scores/archive/miami/403/2018/results
2018,Houston,"Houston, United States",2018.04.09,28,16,Outdoor Clay,"$623,710",Steve Johnson,Max Mirnyi Philipp Oswald,,https://www.atptour.com/en/scores/archive/houston/717/2018/results
2018,Marrakech,"Marrakech, Morocco",2018.04.09,32,16,Outdoor Clay,"€561,345",Pablo Andujar,Nikola Mektic Alexander Peya,,https://www.atptour.com/en/scores/archive/marrakech/360/2018/results
2018,ATP Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2018.04.15,56,24,Outdoor Clay,"€5,238,735",Rafael Nadal,Bob Bryan Mike Bryan,,https://www.atptour.com/en/scores/archive/monte-carlo/410/2018/results
2018,Barcelona,"Barcelona, Spain",2018.04.23,48,16,Outdoor Clay,"€2,794,220",Rafael Nadal,Feliciano Lopez Marc Lopez,,https://www.atptour.com/en/scores/archive/barcelona/425/2018/results
2018,Budapest,"Budapest, Hungary",2018.04.23,28,16,Outdoor Clay,"€561,345",Marco Cecchinato,Dominic Inglot Franko Skugor,,https://www.atptour.com/en/scores/archive/budapest/7648/2018/results
2018,Estoril,"Estoril, Portugal",2018.04.30,28,16,Outdoor Clay,"€561,345",Joao Sousa,Kyle Edmund Cameron Norrie,,https://www.atptour.com/en/scores/archive/estoril/7290/2018/results
2018,Munich,"Munich, Germany",2018.04.30,28,16,Outdoor Clay,"€561,345",Alexander Zverev,Ivan Dodig Rajeev Ram,,https://www.atptour.com/en/scores/archive/munich/308/2018/results
2018,Istanbul,"Istanbul, Turkey",2018.04.30,28,16,Outdoor Clay,"€486,145",Taro Daniel,Dominic Inglot Robert Lindstedt,,https://www.atptour.com/en/scores/archive/istanbul/7163/2018/results
2018,ATP Masters 1000 Madrid,"Madrid, Spain",2018.05.06,56,24,Outdoor Clay,"€7,190,930",Alexander Zverev,Nikola Mektic Alexander Peya,,https://www.atptour.com/en/scores/archive/madrid/1536/2018/results
2018,ATP Masters 1000 Rome,"Rome, Italy",2018.05.13,56,24,Outdoor Clay,"€5,444,985",Rafael Nadal,Juan Sebastian Cabal Robert Farah,,https://www.atptour.com/en/scores/archive/rome/416/2018/results
2018,Lyon,"Lyon, France",2018.05.20,28,16,Outdoor Clay,"€561,345",Dominic Thiem,Nick Kyrgios Jack Sock,,https://www.atptour.com/en/scores/archive/lyon/7694/2018/results
2018,Geneva,"Geneva, Switzerland",2018.05.21,28,16,Outdoor Clay,"€561,345",Marton Fucsovics,Oliver Marach Mate Pavic,,https://www.atptour.com/en/scores/archive/geneva/322/2018/results
2018,Roland Garros,"Paris, France",2018.05.27,128,64,Outdoor Clay,"€18,232,000",Rafael Nadal,Pierre-Hugues Herbert Nicolas Mahut,,https://www.atptour.com/en/scores/archive/roland-garros/520/2018/results
2018,Stuttgart,"Stuttgart, Germany",2018.06.11,28,16,Outdoor Grass,"€729,340",Roger Federer,Philipp Petzschner Tim Puetz,,https://www.atptour.com/en/scores/archive/stuttgart/321/2018/results
2018,'s-Hertogenbosch,"'s-Hertogenbosch, Netherlands",2018.06.11,28,16,Outdoor Grass,"€686,080",Richard Gasquet,Dominic Inglot Franko Skugor,,https://www.atptour.com/en/scores/archive/s-hertogenbosch/440/2018/results
2018,Halle,"Halle, Germany",2018.06.18,32,16,Outdoor Grass,"€2,116,915",Borna Coric,Lukasz Kubot Marcelo Melo,,https://www.atptour.com/en/scores/archive/halle/500/2018/results
2018,London / Queen's Club,"London, Great Britain",2018.06.18,32,16,Outdoor Grass,"€2,116,915",Marin Cilic,Henri Kontinen John Peers,,https://www.atptour.com/en/scores/archive/london/311/2018/results
2018,Antalya,"Antalya, Turkey",2018.06.24,28,16,Outdoor Grass,"€486,145",Damir Dzumhur,Marcelo Demoliner Santiago Gonzalez,,https://www.atptour.com/en/scores/archive/antalya/7650/2018/results
2018,Eastbourne,"Eastbourne, Great Britain",2018.06.25,28,16,Outdoor Grass,"€721,085",Mischa Zverev,Luke Bambridge Jonny O'Mara,,https://www.atptour.com/en/scores/archive/eastbourne/741/2018/results
2018,Wimbledon,"London, Great Britain",2018.07.02,128,64,Outdoor Grass,"£15,982,000",Novak Djokovic,Mike Bryan Jack Sock,,https://www.atptour.com/en/scores/archive/wimbledon/540/2018/results
2018,Newport,"Newport, United States",2018.07.16,28,16,Outdoor Grass,"$623,710",Steve Johnson,Jonathan Erlich Artem Sitak,,https://www.atptour.com/en/scores/archive/newport/315/2018/results
2018,Bastad,"Bastad, Sweden",2018.07.16,28,16,Outdoor Clay,"€561,345",Fabio Fognini,Julio Peralta Horacio Zeballos,,https://www.atptour.com/en/scores/archive/bastad/316/2018/results
2018,Umag,"Umag, Croatia",2018.07.16,28,16,Outdoor Clay,"€561,345",Marco Cecchinato,Robin Haase Matwe Middelkoop,,https://www.atptour.com/en/scores/archive/umag/439/2018/results
2018,Hamburg,"Hamburg, Germany",2018.07.23,32,16,Outdoor Clay,"€1,753,255",Nikoloz Basilashvili,Julio Peralta Horacio Zeballos,,https://www.atptour.com/en/scores/archive/hamburg/414/2018/results
2018,Atlanta,"Atlanta, United States",2018.07.23,28,16,Outdoor Hard,"$748,450",John Isner,Nicholas Monroe John-Patrick Smith,,https://www.atptour.com/en/scores/archive/atlanta/6116/2018/results
2018,Gstaad,"Gstaad, Switzerland",2018.07.23,28,16,Outdoor Clay,"€561,345",Matteo Berrettini,Daniele Bracciali Matteo Berrettini,,https://www.atptour.com/en/scores/archive/gstaad/314/2018/results
2018,Washington,"Washington, United States",2018.07.30,48,16,Outdoor Hard,"$2,146,815",Alexander Zverev,Jamie Murray Bruno Soares,,https://www.atptour.com/en/scores/archive/washington/418/2018/results
2018,Los Cabos,"Los Cabos, Mexico",2018.07.30,28,16,Outdoor Hard,"$808,770",Fabio Fognini,Marcelo Arevalo Miguel Angel Reyes-Varela,,https://www.atptour.com/en/scores/archive/los-cabos/7480/2018/results
2018,Kitzbuhel,"Kitzbuhel, Austria",2018.07.30,28,16,Outdoor Clay,"€561,345",Martin Klizan,Roman Jebavy Andres Molteni,,https://www.atptour.com/en/scores/archive/kitzbuhel/319/2018/results
2018,ATP Masters 1000 Canada,"Toronto, Canada",2018.08.06,56,24,Outdoor Hard,"$5,939,970",Rafael Nadal,Henri Kontinen John Peers,,https://www.atptour.com/en/scores/archive/toronto/421/2018/results
2018,ATP Masters 1000 Cincinnati,"Cincinnati, United States",2018.08.12,56,24,Outdoor Hard,"$6,335,970",Novak Djokovic,Jamie Murray Bruno Soares,,https://www.atptour.com/en/scores/archive/cincinnati/422/2018/results
2018,Winston-Salem,"Winston-Salem, United States",2018.08.19,48,16,Outdoor Hard,"$778,070",Daniil Medvedev,Jean-Julien Rojer Horia Tecau,,https://www.atptour.com/en/scores/archive/winston-salem/6242/2018/results
2018,US Open,"New York, United States",2018.08.27,128,64,Outdoor Hard,"$25,282,400",Novak Djokovic,Mike Bryan Jack Sock,,https://www.atptour.com/en/scores/archive/us-open/560/2018/results
2018,St. Petersburg,"St. Petersburg, Russia",2018.09.17,28,16,Indoor Hard,"$1,241,850",Dominic Thiem,Matteo Berrettini Fabio Fognini,,https://www.atptour.com/en/scores/archive/st-petersburg/568/2018/results
2018,Metz,"Metz, France",2018.09.17,28,16,Indoor Hard,"€561,345",Gilles Simon,Nicolas Mahut Edouard Roger-Vasselin,,https://www.atptour.com/en/scores/archive/metz/341/2018/results
2018,Laver Cup,"Chicago, United States",2018.09.21,12,12,Indoor Hard,,,,Europe,https://www.atptour.com/en/scores/archive/laver-cup/9210/2018/results
2018,Chengdu,"Chengdu, China",2018.09.24,28,16,Outdoor Hard,"$1,183,360",Bernard Tomic,Ivan Dodig Mate Pavic,,https://www.atptour.com/en/scores/archive/chengdu/7581/2018/results
2018,Shenzhen,"Shenzhen, China",2018.09.24,28,16,Outdoor Hard,"$800,320",Yoshihito Nishioka,Ben McLachlan Joe Salisbury,,https://www.atptour.com/en/scores/archive/shenzhen/6967/2018/results
2018,Beijing,"Beijing, China",2018.10.01,32,16,Outdoor Hard,"$4,658,510",Nikoloz Basilashvili,Lukasz Kubot Marcelo Melo,,https://www.atptour.com/en/scores/archive/beijing/747/2018/results
2018,Tokyo,"Tokyo, Japan",2018.10.01,32,16,Indoor Hard,"$1,928,580",Daniil Medvedev,Ben McLachlan Jan-Lennard Struff,,https://www.atptour.com/en/scores/archive/tokyo/329/2018/results
2018,ATP Masters 1000 Shanghai,"Shanghai, China",2018.10.07,56,24,Outdoor Hard,"$9,219,970",Novak Djokovic,Lukasz Kubot Marcelo Melo,,https://www.atptour.com/en/scores/archive/shanghai/5014/2018/results
2018,Moscow,"Moscow, Russia",2018.10.15,28,16,Indoor Hard,"$936,435",Karen Khachanov,Austin Krajicek Rajeev Ram,,https://www.atptour.com/en/scores/archive/moscow/438/2018/results
2018,Antwerp,"Antwerp, Belgium",2018.10.15,28,16,Indoor Hard,"€686,080",Kyle Edmund,Nicolas Mahut Edouard Roger-Vasselin,,https://www.atptour.com/en/scores/archive/antwerp/7485/2018/results
2018,Stockholm,"Stockholm, Sweden",2018.10.15,28,16,Indoor Hard,"€686,080",Stefanos Tsitsipas,Luke Bambridge Jonny O'Mara,,https://www.atptour.com/en/scores/archive/stockholm/429/2018/results
2018,Vienna,"Vienna, Austria",2018.10.22,32,16,Indoor Hard,"€2,788,570",Kevin Anderson,Neal Skupski Joe Salisbury,,https://www.atptour.com/en/scores/archive/vienna/337/2018/results
2018,Basel,"Basel, Switzerland",2018.10.22,32,16,Indoor Hard,"€2,442,740",Roger Federer,Dominic Inglot Franko Skugor,,https://www.atptour.com/en/scores/archive/basel/328/2018/results
2018,ATP Masters 1000 Paris,"Paris, France",2018.10.29,48,24,Indoor Hard,"€5,444,985",Karen Khachanov,Marcel Granollers Rajeev Ram,,https://www.atptour.com/en/scores/archive/paris/352/2018/results
2018,Next Gen ATP Finals,"Milan, Italy",2018.11.06,8,0,Indoor Hard,"$1,335,000",Stefanos Tsitsipas,,,https://www.atptour.com/en/scores/archive/next-gen-atp-finals/7696/2018/results
2018,Nitto ATP Finals,"London, Great Britain",2018.11.11,8,8,Indoor Hard,"$8,500,000",Alexander Zverev,Mike Bryan Jack Sock,,https://www.atptour.com/en/scores/archive/nitto-atp-finals/605/2018/results
2019,Doha,"Doha, Qatar",2018.12.31,32,16,Outdoor Hard,"$1,416,205",Roberto Bautista Agut,David Goffin Pierre-Hugues Herbert,,https://www.atptour.com/en/scores/archive/doha/451/2019/results
2019,Brisbane,"Brisbane, Australia",2018.12.31,28,16,Outdoor Hard,"$589,680",Kei Nishikori,Marcus Daniell Wesley Koolhof,,https://www.atptour.com/en/scores/archive/brisbane/339/2019/results
2019,Pune,"Pune, India",2018.12.31,28,16,Outdoor Hard,"$589,680",Kevin Anderson,Rohan Bopanna Divij Sharan,,https://www.atptour.com/en/scores/archive/pune/891/2019/results
2019,Sydney,"Sydney, Australia",2019.01.06,28,16,Outdoor Hard,"$589,680",Alex de Minaur,Jamie Murray Bruno Soares,,https://www.atptour.com/en/scores/archive/sydney/338/2019/results
2019,Auckland,"Auckland, New Zealand",2019.01.07,28,16,Outdoor Hard,"$589,680",Tennys Sandgren,Ben McLachlan Jan-Lennard Struff,,https://www.atptour.com/en/scores/archive/auckland/301/2019/results
2019,Australian Open,"Melbourne, Australia",2019.01.14,128,64,Outdoor Hard,"A$29,687,000",Novak Djokovic,Pierre-Hugues Herbert Nicolas Mahut,,https://www.atptour.com/en/scores/archive/australian-open/580/2019/results
2019,Cordoba,"Cordoba, Argentina",2019.02.04,28,16,Outdoor Clay,"$589,680",Juan Ignacio Londero,Roman Jebavy Andres Molteni,,https://www.atptour.com/en/scores/archive/cordoba/9158/2019/results
2019,Montpellier,"Montpellier, France",2019.02.04,28,16,Indoor Hard,"€586,140",Jo-Wilfried Tsonga,Ivan Dodig Edouard Roger-Vasselin,,https://www.atptour.com/en/scores/archive/montpellier/375/2019/results
2019,Sofia,"Sofia, Bulgaria",2019.02.04,28,16,Indoor Hard,"€586,140",Daniil Medvedev,Jurgen Melzer Nikola Mektic,,https://www.atptour.com/en/scores/archive/sofia/7434/2019/results
2019,Rotterdam,"Rotterdam, Netherlands",2019.02.11,32,16,Indoor Hard,"€2,098,480",Gael Monfils,Jeremy Chardy Henri Kontinen,,https://www.atptour.com/en/scores/archive/rotterdam/407/2019/results
2019,New York,"New York, United States",2019.02.11,28,16,Indoor Hard,"$777,385",Reilly Opelka,Kevin Krawietz Andreas Mies,,https://www.atptour.com/en/scores/archive/new-york/424/2019/results
2019,Buenos Aires,"Buenos Aires, Argentina",2019.02.11,28,16,Outdoor Clay,"$673,135",Marco Cecchinato,Maximo Gonzalez Horacio Zeballos,,https://www.atptour.com/en/scores/archive/buenos-aires/506/2019/results
2019,Rio de Janeiro,"Rio de Janeiro, Brazil",2019.02.18,32,16,Outdoor Clay,"$1,937,740",Laslo Djere,Maximo Gonzalez Nicolas Jarry,,https://www.atptour.com/en/scores/archive/rio-de-janeiro/6932/2019/results
2019,Marseille,"Marseille, France",2019.02.18,28,16,Indoor Hard,"€744,010",Stefanos Tsitsipas,Jeremy Chardy Fabrice Martin,,https://www.atptour.com/en/scores/archive/marseille/496/2019/results
2019,Delray Beach,"Delray Beach, United States",2019.02.18,32,16,Outdoor Hard,"$651,215",Radu Albot,Bob Bryan Mike Bryan,,https://www.atptour.com/en/scores/archive/delray-beach/499/2019/results
2019,Dubai,"Dubai, United Arab Emirates",2019.02.25,32,16,Outdoor Hard,"$2,887,895",Roger Federer,Rajeev Ram Joe Salisbury,,https://www.atptour.com/en/scores/archive/dubai/495/2019/results
2019,Acapulco,"Acapulco, Mexico",2019.02.25,32,16,Outdoor Hard,"$1,931,110",Nick Kyrgios,Mischa Zverev Alexander Zverev,,https://www.atptour.com/en/scores/archive/acapulco/807/2019/results
2019,Sao Paulo,"Sao Paulo, Brazil",2019.02.25,28,16,Indoor Clay,"$618,810",Guido Pella,Federico Delbonis Maximo Gonzalez,,https://www.atptour.com/en/scores/archive/sao-paulo/533/2019/results
2019,ATP Masters 1000 Indian Wells,"Indian Wells, United States",2019.03.07,96,32,Outdoor Hard,"$9,314,875",Dominic Thiem,Nikola Mektic Horacio Zeballos,,https://www.atptour.com/en/scores/archive/indian-wells/404/2019/results
2019,ATP Masters 1000 Miami,"Miami, United States",2019.03.20,96,32,Outdoor Hard,"$9,314,875",Roger Federer,Bob Bryan Mike Bryan,,https://www.atptour.com/en/scores/archive/miami/403/2019/results
2019,Houston,"Houston, United States",2019.04.08,28,16,Outdoor Clay,"$652,245",Cristian Garin,Santiago Gonzalez Aisam-Ul-Haq Qureshi,,https://www.atptour.com/en/scores/archive/houston/717/2019/results
2019,Marrakech,"Marrakech, Morocco",2019.04.08,32,16,Outdoor Clay,"€586,140",Benoit Paire,Jurgen Melzer Franko Skugor,,https://www.atptour.com/en/scores/archive/marrakech/360/2019/results
2019,ATP Masters 1000 Monte Carlo,"Monte Carlo, Monaco",2019.04.14,56,32,Outdoor Clay,"€5,585,030",Fabio Fognini,Nikola Mektic Franko Skugor,,https://www.atptour.com/en/scores/archive/monte-carlo/410/2019/results
2019,Barcelona,"Barcelona, Spain",2019.04.22,48,16,Outdoor Clay,"€2,746,455",Dominic Thiem,Juan Sebastian Cabal Robert Farah,,https://www.atptour.com/en/scores/archive/barcelona/425/2019/results
2019,Budapest,"Budapest, Hungary",2019.04.22,28,16,Outdoor Clay,"€586,140",Matteo Berrettini,Ken Skupski Neal Skupski,,https://www.atptour.com/en/scores/archive/budapest/7648/2019/results
2019,Estoril,"Estoril, Portugal",2019.04.29,28,16,Outdoor Clay,"€586,140",Stefanos Tsitsipas,Jeremy Chardy Fabrice Martin,,https://www.atptour.com/en/scores/archive/estoril/7290/2019/results
2019,Munich,"Munich, Germany",2019.04.29,28,16,Outdoor Clay,"€586,140",Cristian Garin,Frederik Nielsen Tim Puetz,,https://www.atptour.com/en/scores/archive/munich/308/2019/results
2019,ATP Masters 1000 Madrid,"Madrid, Spain",2019.05.05,56,32,Outdoor Clay,"€7,279,270",Novak Djokovic,Jean-Julien Rojer Horia Tecau,,https://www.atptour.com/en/scores/archive/madrid/1536/2019/results
2019,ATP Masters 1000 Rome,"Rome, Italy",2019.05.12,56,32,Outdoor Clay,"€5,791,280",Rafael Nadal,Juan Sebastian Cabal Robert Farah,,https://www.atptour.com/en/scores/archive/rome/416/2019/results
2019,Geneva,"Geneva, Switzerland",2019.05.19,28,16,Outdoor Clay,"€586,140",Alexander Zverev,Oliver Marach Mate Pavic,,https://www.atptour.com/en/scores/archive/geneva/322/2019/results
2019,Lyon,"Lyon, France",2019.05.19,28,16,Outdoor Clay,"€586,140",Benoit Paire,Ivan Dodig Edouard Roger-Vasselin,,https://www.atptour.com/en/scores/archive/lyon/7694/2019/results
2019,Roland Garros,"Paris, France",2019.05.26,128,64,Outdoor Clay,"€20,060,000",Rafael Nadal,Kevin Krawietz Andreas Mies,,https://www.atptour.com/en/scores/archive/roland-garros/520/2019/results
2019,Stuttgart,"Stuttgart, Germany",2019.06.10,28,16,Outdoor Grass,"€754,540",Matteo Berrettini,John Peers Bruno Soares,,https://www.atptour.com/en/scores/archive/stuttgart/321/2019/results
2019,'s-Hertogenbosch,"'s-Hertogenbosch, Netherlands",2019.06.10,28,16,Outdoor Grass,"€711,275",Adrian Mannarino,Dominic Inglot Austin Krajicek,,https://www.atptour.com/en/scores/archive/s-hertogenbosch/440/2019/results
2019,Halle,"Halle, Germany",2019.06.17,32,16,Outdoor Grass,"€2,219,150",Roger Federer,Raven Klaasen Michael Venus,,https://www.atptour.com/en/scores/archive/halle/500/2019/results
2019,London / Queen's Club,"London, Great Britain",2019.06.17,32,16,Outdoor Grass,"€2,219,150",Feliciano Lopez,Feliciano Lopez Andy Murray,,https://www.atptour.com/en/scores/archive/london/311/2019/results
2019,Antalya,"Antalya, Turkey",2019.06.23,28,16,Outdoor Grass,"€507,490",Lorenzo Sonego,Jonathan Erlich Artem Sitak,,https://www.atptour.com/en/scores/archive/antalya/7650/2019/results
2019,Eastbourne,"Eastbourne, Great Britain",2019.06.24,28,16,Outdoor Grass,"€745,880",Taylor Fritz,Juan Sebastian Cabal Robert Farah,,https://www.atptour.com/en/scores/archive/eastbourne/741/2019/results
2019,Wimbledon,"London, Great Britain",2019.07.01,128,64,Outdoor Grass,"£17,769,000",Novak Djokovic,Juan Sebastian Cabal Robert Farah,,https://www.atptour.com/en/scores/archive/wimbledon/540/2019/results
2019,Newport,"Newport, United States",2019.07.14,28,16,Outdoor Grass,"$652,245",John Isner,Marcel Granollers Sergiy Stakhovsky,,https://www.atptour.com/en/scores/archive/newport/315/2019/results
2019,Bastad,"Bastad, Sweden",2019.07.15,28,16,Outdoor Clay,"€586,140",Nicolas Jarry,Sander Gille Joran Vliegen,,https://www.atptour.com/en/scores/archive/bastad/316/2019/results
2019,Umag,"Umag, Croatia",2019.07.15,28,16,Outdoor Clay,"€586,140",Dusan Lajovic,Robin Haase Philipp Oswald,,https://www.atptour.com/en/scores/archive/umag/439/2019/results
2019,Hamburg,"Hamburg, Germany",2019.07.22,32,16,Outdoor Clay,"€1,855,490",Nikoloz Basilashvili,Oliver Marach Jurgen Melzer,,https://www.atptour.com/en/scores/archive/hamburg/414/2019/results
2019,Atlanta,"Atlanta, United States",2019.07.22,28,16,Outdoor Hard,"$777,385",Alex de Minaur,Dominic Inglot Austin Krajicek,,https://www.atptour.com/en/scores/archive/atlanta/6116/2019/results
