,year,name,identifier ,url
178578,2012,Houston,2012-Houston,https://www.atptour.com/en/scores/archive/houston/717/2012/results
178626,2012,Casablanca,2012-Casablanca,https://www.atptour.com/en/scores/archive/casablanca/360/2012/results
178681,2012,ATP Masters 1000 Monte Carlo,2012-ATP Masters 1000 Monte Carlo,https://www.atptour.com/en/scores/archive/monte-carlo/410/2012/results
178757,2012,Barcelona,2012-Barcelona,https://www.atptour.com/en/scores/archive/barcelona/425/2012/results
178833,2012,Bucharest,2012-Bucharest,https://www.atptour.com/en/scores/archive/bucharest/773/2012/results
178888,2012,Estoril,2012-Estoril,https://www.atptour.com/en/scores/archive/estoril/468/2012/results
178943,2012,Munich,2012-Munich,https://www.atptour.com/en/scores/archive/munich/308/2012/results
178997,2012,Belgrade,2012-Belgrade,https://www.atptour.com/en/scores/archive/belgrade/5053/2012/results
179052,2012,ATP Masters 1000 Madrid,2012-ATP Masters 1000 Madrid,https://www.atptour.com/en/scores/archive/madrid/1536/2012/results
179128,2012,ATP Masters 1000 Rome,2012-ATP Masters 1000 Rome,https://www.atptour.com/en/scores/archive/rome/416/2012/results
179204,2012,World Team Cup,2012-World Team Cup,https://www.atptour.com/en/scores/archive/dusseldorf/615/2012/results
179230,2012,Nice,2012-Nice,https://www.atptour.com/en/scores/archive/nice/6120/2012/results
179285,2013,Brisbane,2013-Brisbane,https://www.atptour.com/en/scores/archive/brisbane/339/2013/results
179340,2013,Doha,2013-Doha,https://www.atptour.com/en/scores/archive/doha/451/2013/results
179399,2013,Chennai,2013-Chennai,https://www.atptour.com/en/scores/archive/chennai/891/2013/results
179454,2013,Sydney,2013-Sydney,https://www.atptour.com/en/scores/archive/sydney/338/2013/results
179509,2013,Auckland,2013-Auckland,https://www.atptour.com/en/scores/archive/auckland/301/2013/results
179564,2013,Australian Open,2013-Australian Open,https://www.atptour.com/en/scores/archive/australian-open/580/2013/results
179803,2013,Montpellier,2013-Montpellier,https://www.atptour.com/en/scores/archive/montpellier/375/2013/results
179858,2013,Vina del Mar,2013-Vina del Mar,https://www.atptour.com/en/scores/archive/vina-del-mar/505/2013/results
179913,2013,Zagreb,2013-Zagreb,https://www.atptour.com/en/scores/archive/zagreb/2276/2013/results
179968,2013,Rotterdam,2013-Rotterdam,https://www.atptour.com/en/scores/archive/rotterdam/407/2013/results
180011,2013,San Jose,2013-San Jose,https://www.atptour.com/en/scores/archive/san-jose/424/2013/results
180066,2013,Sao Paulo,2013-Sao Paulo,https://www.atptour.com/en/scores/archive/sao-paulo/533/2013/results
180121,2013,Memphis,2013-Memphis,https://www.atptour.com/en/scores/archive/memphis/402/2013/results
180164,2013,Marseille,2013-Marseille,https://www.atptour.com/en/scores/archive/marseille/496/2013/results
180219,2013,Buenos Aires,2013-Buenos Aires,https://www.atptour.com/en/scores/archive/buenos-aires/506/2013/results
180278,2013,Dubai,2013-Dubai,https://www.atptour.com/en/scores/archive/dubai/495/2013/results
180321,2013,Acapulco,2013-Acapulco,https://www.atptour.com/en/scores/archive/acapulco/807/2013/results
180364,2013,Delray Beach,2013-Delray Beach,https://www.atptour.com/en/scores/archive/delray-beach/499/2013/results
180423,2013,ATP Masters 1000 Indian Wells,2013-ATP Masters 1000 Indian Wells,https://www.atptour.com/en/scores/archive/indian-wells/404/2013/results
180554,2013,ATP Masters 1000 Miami,2013-ATP Masters 1000 Miami,https://www.atptour.com/en/scores/archive/miami/403/2013/results
180685,2013,Houston,2013-Houston,https://www.atptour.com/en/scores/archive/houston/717/2013/results
180735,2013,Casablanca,2013-Casablanca,https://www.atptour.com/en/scores/archive/casablanca/360/2013/results
180790,2013,ATP Masters 1000 Monte Carlo,2013-ATP Masters 1000 Monte Carlo,https://www.atptour.com/en/scores/archive/monte-carlo/410/2013/results
180866,2013,Barcelona,2013-Barcelona,https://www.atptour.com/en/scores/archive/barcelona/425/2013/results
180931,2013,Bucharest,2013-Bucharest,https://www.atptour.com/en/scores/archive/bucharest/773/2013/results
180986,2013,Munich,2013-Munich,https://www.atptour.com/en/scores/archive/munich/308/2013/results
181041,2013,Oeiras,2013-Oeiras,https://www.atptour.com/en/scores/archive/oeiras/468/2013/results
181096,2013,ATP Masters 1000 Madrid,2013-ATP Masters 1000 Madrid,https://www.atptour.com/en/scores/archive/madrid/1536/2013/results
181172,2013,ATP Masters 1000 Rome,2013-ATP Masters 1000 Rome,https://www.atptour.com/en/scores/archive/rome/416/2013/results
181248,2013,Dusseldorf,2013-Dusseldorf,https://www.atptour.com/en/scores/archive/dusseldorf/6710/2013/results
181303,2013,Nice,2013-Nice,https://www.atptour.com/en/scores/archive/nice/6120/2013/results
181354,2013,Roland Garros,2013-Roland Garros,https://www.atptour.com/en/scores/archive/roland-garros/520/2013/results
181593,2013,Halle,2013-Halle,https://www.atptour.com/en/scores/archive/halle/500/2013/results
181645,2013,London / Queen's Club,2013-London / Queen's Club,https://www.atptour.com/en/scores/archive/london/311/2013/results
181722,2013,'s-Hertogenbosch,2013-'s-Hertogenbosch,https://www.atptour.com/en/scores/archive/s-hertogenbosch/440/2013/results
181780,2013,Eastbourne,2013-Eastbourne,https://www.atptour.com/en/scores/archive/eastbourne/741/2013/results
181835,2013,Wimbledon,2013-Wimbledon,https://www.atptour.com/en/scores/archive/wimbledon/540/2013/results
182074,2013,Newport,2013-Newport,https://www.atptour.com/en/scores/archive/newport/315/2013/results
182125,2013,Bastad,2013-Bastad,https://www.atptour.com/en/scores/archive/bastad/316/2013/results
182180,2013,Stuttgart,2013-Stuttgart,https://www.atptour.com/en/scores/archive/stuttgart/321/2013/results
182232,2013,Hamburg,2013-Hamburg,https://www.atptour.com/en/scores/archive/hamburg/414/2013/results
182297,2013,Bogota,2013-Bogota,https://www.atptour.com/en/scores/archive/bogota/6718/2013/results
182340,2013,Atlanta,2013-Atlanta,https://www.atptour.com/en/scores/archive/atlanta/6116/2013/results
182395,2013,Gstaad,2013-Gstaad,https://www.atptour.com/en/scores/archive/gstaad/314/2013/results
182442,2013,Umag,2013-Umag,https://www.atptour.com/en/scores/archive/umag/439/2013/results
182497,2013,Kitzbuhel,2013-Kitzbuhel,https://www.atptour.com/en/scores/archive/kitzbuhel/319/2013/results
182552,2013,Washington,2013-Washington,https://www.atptour.com/en/scores/archive/washington/418/2013/results
182616,2013,ATP Masters 1000 Canada,2013-ATP Masters 1000 Canada,https://www.atptour.com/en/scores/archive/montreal/421/2013/results
182692,2013,ATP Masters 1000 Cincinnati,2013-ATP Masters 1000 Cincinnati,https://www.atptour.com/en/scores/archive/cincinnati/422/2013/results
182768,2013,Winston-Salem,2013-Winston-Salem,https://www.atptour.com/en/scores/archive/winston-salem/6242/2013/results
182843,2013,US Open,2013-US Open,https://www.atptour.com/en/scores/archive/us-open/560/2013/results
183082,2013,St. Petersburg,2013-St. Petersburg,https://www.atptour.com/en/scores/archive/st-petersburg/568/2013/results
183141,2013,Metz,2013-Metz,https://www.atptour.com/en/scores/archive/metz/341/2013/results
183186,2013,Kuala Lumpur,2013-Kuala Lumpur,https://www.atptour.com/en/scores/archive/kuala-lumpur/6003/2013/results
183237,2013,Bangkok,2013-Bangkok,https://www.atptour.com/en/scores/archive/bangkok/1720/2013/results
183287,2013,Beijing,2013-Beijing,https://www.atptour.com/en/scores/archive/beijing/747/2013/results
183330,2013,Tokyo,2013-Tokyo,https://www.atptour.com/en/scores/archive/tokyo/329/2013/results
183373,2013,ATP Masters 1000 Shanghai,2013-ATP Masters 1000 Shanghai,https://www.atptour.com/en/scores/archive/shanghai/5014/2013/results
183449,2013,Moscow,2013-Moscow,https://www.atptour.com/en/scores/archive/moscow/438/2013/results
183504,2013,Stockholm,2013-Stockholm,https://www.atptour.com/en/scores/archive/stockholm/429/2013/results
183559,2013,Vienna,2013-Vienna,https://www.atptour.com/en/scores/archive/vienna/337/2013/results
183611,2013,Valencia,2013-Valencia,https://www.atptour.com/en/scores/archive/valencia/573/2013/results
183654,2013,Basel,2013-Basel,https://www.atptour.com/en/scores/archive/basel/328/2013/results
183697,2013,ATP Masters 1000 Paris,2013-ATP Masters 1000 Paris,https://www.atptour.com/en/scores/archive/paris/352/2013/results
183762,2013,ATP Finals,2013-ATP Finals,https://www.atptour.com/en/scores/archive/atp-finals/605/2013/results
183777,2014,Brisbane,2014-Brisbane,https://www.atptour.com/en/scores/archive/brisbane/339/2014/results
183832,2014,Doha,2014-Doha,https://www.atptour.com/en/scores/archive/doha/451/2014/results
183891,2014,Chennai,2014-Chennai,https://www.atptour.com/en/scores/archive/chennai/891/2014/results
183946,2014,Auckland,2014-Auckland,https://www.atptour.com/en/scores/archive/auckland/301/2014/results
183993,2014,Sydney,2014-Sydney,https://www.atptour.com/en/scores/archive/sydney/338/2014/results
184048,2014,Australian Open,2014-Australian Open,https://www.atptour.com/en/scores/archive/australian-open/580/2014/results
184287,2014,Montpellier,2014-Montpellier,https://www.atptour.com/en/scores/archive/montpellier/375/2014/results
184342,2014,Vina del Mar,2014-Vina del Mar,https://www.atptour.com/en/scores/archive/vina-del-mar/505/2014/results
184393,2014,Zagreb,2014-Zagreb,https://www.atptour.com/en/scores/archive/zagreb/2276/2014/results
184448,2014,Rotterdam,2014-Rotterdam,https://www.atptour.com/en/scores/archive/rotterdam/407/2014/results
184491,2014,Memphis,2014-Memphis,https://www.atptour.com/en/scores/archive/memphis/424/2014/results
184546,2014,Buenos Aires,2014-Buenos Aires,https://www.atptour.com/en/scores/archive/buenos-aires/506/2014/results
184605,2014,Rio de Janeiro,2014-Rio de Janeiro,https://www.atptour.com/en/scores/archive/rio-de-janeiro/6932/2014/results
184648,2014,Marseille,2014-Marseille,https://www.atptour.com/en/scores/archive/marseille/496/2014/results
184703,2014,Delray Beach,2014-Delray Beach,https://www.atptour.com/en/scores/archive/delray-beach/499/2014/results
184751,2014,Dubai,2014-Dubai,https://www.atptour.com/en/scores/archive/dubai/495/2014/results
184794,2014,Acapulco,2014-Acapulco,https://www.atptour.com/en/scores/archive/acapulco/807/2014/results
184837,2014,Sao Paulo,2014-Sao Paulo,https://www.atptour.com/en/scores/archive/sao-paulo/533/2014/results
184887,2014,ATP Masters 1000 Indian Wells,2014-ATP Masters 1000 Indian Wells,https://www.atptour.com/en/scores/archive/indian-wells/404/2014/results
185018,2014,ATP Masters 1000 Miami,2014-ATP Masters 1000 Miami,https://www.atptour.com/en/scores/archive/miami/403/2014/results
185149,2014,Houston,2014-Houston,https://www.atptour.com/en/scores/archive/houston/717/2014/results
185204,2014,Casablanca,2014-Casablanca,https://www.atptour.com/en/scores/archive/casablanca/360/2014/results
185259,2014,ATP Masters 1000 Monte Carlo,2014-ATP Masters 1000 Monte Carlo,https://www.atptour.com/en/scores/archive/monte-carlo/410/2014/results
185335,2014,Barcelona,2014-Barcelona,https://www.atptour.com/en/scores/archive/barcelona/425/2014/results
185400,2014,Bucharest,2014-Bucharest,https://www.atptour.com/en/scores/archive/bucharest/773/2014/results
185455,2014,Munich,2014-Munich,https://www.atptour.com/en/scores/archive/munich/308/2014/results
185510,2014,Oeiras,2014-Oeiras,https://www.atptour.com/en/scores/archive/oeiras/468/2014/results
185565,2014,ATP Masters 1000 Madrid,2014-ATP Masters 1000 Madrid,https://www.atptour.com/en/scores/archive/madrid/1536/2014/results
185641,2014,ATP Masters 1000 Rome,2014-ATP Masters 1000 Rome,https://www.atptour.com/en/scores/archive/rome/416/2014/results
185717,2014,Dusseldorf,2014-Dusseldorf,https://www.atptour.com/en/scores/archive/dusseldorf/6710/2014/results
185772,2014,Nice,2014-Nice,https://www.atptour.com/en/scores/archive/nice/6120/2014/results
185827,2014,Roland Garros,2014-Roland Garros,https://www.atptour.com/en/scores/archive/roland-garros/520/2014/results
186066,2014,Halle,2014-Halle,https://www.atptour.com/en/scores/archive/halle/500/2014/results
186115,2014,London / Queen's Club,2014-London / Queen's Club,https://www.atptour.com/en/scores/archive/london/311/2014/results
186198,2014,'s-Hertogenbosch,2014-'s-Hertogenbosch,https://www.atptour.com/en/scores/archive/s-hertogenbosch/440/2014/results
186252,2014,Eastbourne,2014-Eastbourne,https://www.atptour.com/en/scores/archive/eastbourne/741/2014/results
186303,2014,Wimbledon,2014-Wimbledon,https://www.atptour.com/en/scores/archive/wimbledon/540/2014/results
186542,2014,Newport,2014-Newport,https://www.atptour.com/en/scores/archive/newport/315/2014/results
186587,2014,Bastad,2014-Bastad,https://www.atptour.com/en/scores/archive/bastad/316/2014/results
186642,2014,Stuttgart,2014-Stuttgart,https://www.atptour.com/en/scores/archive/stuttgart/321/2014/results
186697,2014,Hamburg,2014-Hamburg,https://www.atptour.com/en/scores/archive/hamburg/414/2014/results
186762,2014,Bogota,2014-Bogota,https://www.atptour.com/en/scores/archive/bogota/6718/2014/results
186811,2014,Atlanta,2014-Atlanta,https://www.atptour.com/en/scores/archive/atlanta/6116/2014/results
186858,2014,Gstaad,2014-Gstaad,https://www.atptour.com/en/scores/archive/gstaad/314/2014/results
186913,2014,Umag,2014-Umag,https://www.atptour.com/en/scores/archive/umag/439/2014/results
186968,2014,Kitzbuhel,2014-Kitzbuhel,https://www.atptour.com/en/scores/archive/kitzbuhel/319/2014/results
187023,2014,Washington,2014-Washington,https://www.atptour.com/en/scores/archive/washington/418/2014/results
187088,2014,ATP Masters 1000 Canada,2014-ATP Masters 1000 Canada,https://www.atptour.com/en/scores/archive/toronto/421/2014/results
187164,2014,ATP Masters 1000 Cincinnati,2014-ATP Masters 1000 Cincinnati,https://www.atptour.com/en/scores/archive/cincinnati/422/2014/results
187240,2014,Winston-Salem,2014-Winston-Salem,https://www.atptour.com/en/scores/archive/winston-salem/6242/2014/results
187310,2014,US Open,2014-US Open,https://www.atptour.com/en/scores/archive/us-open/560/2014/results
187549,2014,Metz,2014-Metz,https://www.atptour.com/en/scores/archive/metz/341/2014/results
187602,2014,Kuala Lumpur,2014-Kuala Lumpur,https://www.atptour.com/en/scores/archive/kuala-lumpur/6003/2014/results
187646,2014,Shenzhen,2014-Shenzhen,https://www.atptour.com/en/scores/archive/shenzhen/6967/2014/results
187689,2014,Beijing,2014-Beijing,https://www.atptour.com/en/scores/archive/beijing/747/2014/results
187732,2014,Tokyo,2014-Tokyo,https://www.atptour.com/en/scores/archive/tokyo/329/2014/results
187775,2014,ATP Masters 1000 Shanghai,2014-ATP Masters 1000 Shanghai,https://www.atptour.com/en/scores/archive/shanghai/5014/2014/results
187851,2014,Moscow,2014-Moscow,https://www.atptour.com/en/scores/archive/moscow/438/2014/results
187906,2014,Stockholm,2014-Stockholm,https://www.atptour.com/en/scores/archive/stockholm/429/2014/results
187961,2014,Vienna,2014-Vienna,https://www.atptour.com/en/scores/archive/vienna/337/2014/results
188016,2014,Valencia,2014-Valencia,https://www.atptour.com/en/scores/archive/valencia/573/2014/results
188059,2014,Basel,2014-Basel,https://www.atptour.com/en/scores/archive/basel/328/2014/results
188102,2014,ATP Masters 1000 Paris,2014-ATP Masters 1000 Paris,https://www.atptour.com/en/scores/archive/paris/352/2014/results
188167,2014,ATP Finals,2014-ATP Finals,https://www.atptour.com/en/scores/archive/atp-finals/605/2014/results
188182,2015,Brisbane,2015-Brisbane,https://www.atptour.com/en/scores/archive/brisbane/339/2015/results
188237,2015,Doha,2015-Doha,https://www.atptour.com/en/scores/archive/doha/451/2015/results
188296,2015,Chennai,2015-Chennai,https://www.atptour.com/en/scores/archive/chennai/891/2015/results
188350,2015,Sydney,2015-Sydney,https://www.atptour.com/en/scores/archive/sydney/338/2015/results
188405,2015,Auckland,2015-Auckland,https://www.atptour.com/en/scores/archive/auckland/301/2015/results
188453,2015,Australian Open,2015-Australian Open,https://www.atptour.com/en/scores/archive/australian-open/580/2015/results
188692,2015,Montpellier,2015-Montpellier,https://www.atptour.com/en/scores/archive/montpellier/375/2015/results
188747,2015,Quito,2015-Quito,https://www.atptour.com/en/scores/archive/quito/7161/2015/results
188802,2015,Zagreb,2015-Zagreb,https://www.atptour.com/en/scores/archive/zagreb/2276/2015/results
188857,2015,Rotterdam,2015-Rotterdam,https://www.atptour.com/en/scores/archive/rotterdam/407/2015/results
188900,2015,Memphis,2015-Memphis,https://www.atptour.com/en/scores/archive/memphis/424/2015/results
188955,2015,Sao Paulo,2015-Sao Paulo,https://www.atptour.com/en/scores/archive/sao-paulo/533/2015/results
