player_name,player_url
Samuel Hardy,https://www.atptour.com/en/players/samuel-hardy/hg22/overview
Raymond Little,https://www.atptour.com/en/players/raymond-little/lg51/overview
H. Stevens,https://www.atptour.com/en/players/h.-stevens/sw85/overview
C.L. Nedwill,https://www.atptour.com/en/players/c.l.-nedwill/n906/overview
Harry Parker,https://www.atptour.com/en/players/harry-parker/pj82/overview
William Clothier,https://www.atptour.com/en/players/william-clothier/ck86/overview
Edward Larned,https://www.atptour.com/en/players/edward-larned/lg49/overview
E. Leonard,https://www.atptour.com/en/players/e.-leonard/lg66/overview
L. DeForrest,https://www.atptour.com/en/players/l.-deforrest/dg19/overview
W. Foulke,https://www.atptour.com/en/players/w.-foulke/fb82/overview
W. Kurtz,https://www.atptour.com/en/players/w.-kurtz/kh55/overview
J. Seabury,https://www.atptour.com/en/players/j.-seabury/sw44/overview
Paul De Borman,https://www.atptour.com/en/players/paul-de-borman/df22/overview
William Le Maire De Warzee,https://www.atptour.com/en/players/william-le-maire-de-warzee/lg98/overview
Herbert Wilson-Fox,https://www.atptour.com/en/players/herbert-wilson-fox/w964/overview
E. Yatman,https://www.atptour.com/en/players/e.-yatman/y264/overview
Walter Crawley,https://www.atptour.com/en/players/walter-crawley/ck40/overview
H.M. Sweetman,https://www.atptour.com/en/players/h.m.-sweetman/sw80/overview
L. Waidner,https://www.atptour.com/en/players/l.-waidner/w993/overview
H. Allen,https://www.atptour.com/en/players/h.-allen/af45/overview
L. Glazebrook,https://www.atptour.com/en/players/l.-glazebrook/gj00/overview
S. Waller,https://www.atptour.com/en/players/s.-waller/wa83/overview
H. Whitman,https://www.atptour.com/en/players/h.-whitman/wa27/overview
D. Appleton,https://www.atptour.com/en/players/d.-appleton/af27/overview
F.Berrall Hoffman,https://www.atptour.com/en/players/f.berrall-hoffman/hf71/overview
R. Hunt,https://www.atptour.com/en/players/r.-hunt/hc24/overview
L. Mahan,https://www.atptour.com/en/players/l.-mahan/mt31/overview
A. McMaster,https://www.atptour.com/en/players/a.-mcmaster/mu82/overview
P. Sharples,https://www.atptour.com/en/players/p.-sharples/sx25/overview
J. Walker,https://www.atptour.com/en/players/j.-walker/wa86/overview
H. Warner,https://www.atptour.com/en/players/h.-warner/wa19/overview
S. Whipple,https://www.atptour.com/en/players/s.-whipple/wa25/overview
G.L. Dunn,https://www.atptour.com/en/players/g.l.-dunn/dg37/overview
H. Mason,https://www.atptour.com/en/players/h.-mason/mu83/overview
